Name,Rating,Price,Categories,City,Address,Reviews,Latitude,Longitude
Avani Asian Indian Bistro,3.5,$$,"Indian, Asian Fusion",Mississauga,"801 Matheson Boulevard W, Unit 1, Mississauga, ON L5V 2N6, Canada",304,43.60632743859953,-79.69189471166078
Sushi Omigoto,4.5,$$,"Sushi Bars, Japanese, Korean",Mississauga,"E1 - 888 Dundas Street E, Mississauga, ON L4Y 4G6, Canada",190,43.59714220385148,-79.5944882781007
Shawarnado,4.5,$$,Mediterranean,Mississauga,"4870 Tomken Road, Mississauga, ON L4W 1J8, Canada",49,43.62577,-79.62935
Basil Box,4.0,$$,"Vietnamese, Thai, Gluten-Free",Mississauga,"100 City Centre Drive, Mississauga, ON L5B 2C9, Canada",85,43.5928749,-79.6430241
Mi'hito Sushi Laboratory,4.0,$$,"Japanese, Asian Fusion, Sushi Bars",Mississauga,"90 Courtneypark Drive E, Mississauga, ON L5T 2Y3, Canada",120,43.6372958008312,-79.6919128613327
Sansotei Ramen,4.0,$$,Ramen,Mississauga,"100 City Centre Drive, Unit 2-817 Square One, Mississauga, ON L5B 2C9, Canada",138,43.5941118563128,-79.6426895834671
Congee Queen,3.5,$$,Chinese,Mississauga,"800 Boyer Boulevard, Unit 5, Mississauga, ON L5V 2Y1, Canada",259,43.6120338404311,-79.6992362075354
Chilli Chicken House,4.0,$$,"Chinese, Indian",Mississauga,"4040 Creditview Road, Unit 25, Mississauga, ON L5C, Canada",416,43.5681923545558,-79.666453152895
Kamen,4.0,$$,"Soup, Noodles, Ramen",Mississauga,"720 Burnhamthorpe Road W, Mississauga, ON L5C 3G1, Canada",360,43.57765,-79.6527
Reds,3.5,$$$,"Venues & Event Spaces, Argentine, Wine Bars",Mississauga,"100 City Centre Drive, Unit #2-815, Square One, Mississauga, ON L5B 2C9, Canada",149,43.593752,-79.643242
Panagio's All Day Grill,4.0,$$,"American (Traditional), Breakfast & Brunch",Mississauga,"6085 Creditview Road, Unit 17, Mississauga, ON L5V 2A8, Canada",141,43.59987806058704,-79.71270469597843
Thai Rice,4.0,$$,Thai,Mississauga,"1201 Britannia Road W, Unit 2, Mississauga, ON L5V 1N2, Canada",47,43.602989,-79.706799
Spoon and Fork Corner,4.0,$$,"Japanese, Bubble Tea, Sushi Bars",Mississauga,"1225 Dundas Street E, Suite 14B, Mississauga, ON L4Y 2C5, Canada",142,43.6065001162476,-79.5879746494251
Fionn MacCool's Irish Pub,3.5,$$,"Bars, Beer, Wine & Spirits, Gastropubs",Mississauga,"825 Britannia Road W, Mississauga, ON L5V 2X8, Canada",57,43.609617973612416,-79.69920144313024
Milestones,3.0,$$,"Comfort Food, Bars, Canadian (New)",Mississauga,"730 Matheson Boulevard West, Mississauga, ON L5R 3T2, Canada",67,43.60916,-79.69095
Culinaria Restaurant,4.0,$$$,American (Traditional),Mississauga,"5732 Kennedy Road, Mississauga, ON L4Z 1T1, Canada",29,43.6310117,-79.6620767
Border MX Mexican Grill,4.0,$$,"Mexican, Bars, Halal",Mississauga,"277 Queen Street S, Mississauga, ON L5M 1L9, Canada",77,43.5795432101188,-79.7106006368995
Takumi BBQ and Ramen,4.5,$$$,"Japanese, Barbeque",Mississauga,"1170 Burnhamthorpe Road W, Unit 12, Mississauga, ON L5C 4E6, Canada",61,43.5689876885603,-79.6628097072244
Samara Kitchen,4.5,$,Indonesian,Mississauga,"13-6033 Shawson Drive, Mississauga, ON L5T 1E7, Canada",47,43.6490393766877,-79.6559201180935
Andiamo Pasta Plus,4.0,$$,Italian,Mississauga,"135 Queen Street S, Mississauga, ON L5M 1K8, Canada",64,43.583290004422,-79.7156857699156
Masrawy Egyptian Kitchen,4.0,$$,Egyptian,Mississauga,"2275 Britannia Rd W, Unit 1, Mississauga, ON L5M 2G6, Canada",137,43.58315086687568,-79.72881850205233
La Carnita,3.5,$$,Mexican,Mississauga,"100 City Centre Drive, Mississauga, ON L5B 2C9, Canada",99,43.593078609238,-79.6424909681082
Szechuan Noodle Bowl,4.0,$$,"Chinese, Noodles, Soup",Mississauga,"400 Dundas Street E, Mississauga, ON L5A 1X5, Canada",83,43.5883484,-79.6064301
Raw Aura,4.5,$$,"Vegan, Live/Raw Food, Gluten-Free",Mississauga,"94 Lakeshore Rd E, Mississauga, ON L5G 1E3, Canada",143,43.5535,-79.58421
Daddy O Doughnuts and British Baked Goods,4.5,$$,"Bakeries, Desserts, Donuts",Mississauga,"589 N Service Road, Unit 5, Mississauga, ON L5A 1B2, Canada",153,43.5818131148229,-79.5861366020917
Huevos Gourmet,4.5,$$,"Mexican, Breakfast & Brunch",Mississauga,"241 Lakeshore Road, Mississauga, ON L5G 1G8, Canada",243,43.55929,-79.57699
Zet's Restaurant,4.0,$$,"Diners, Greek",Mississauga,"6445 Airport Road, Mississauga, ON L4V 1Y4, Canada",440,43.6931,-79.62737
Naan and Chai,4.0,$$,"Pakistani, Coffee & Tea",Mississauga,"10 Kingsbridge Garden Circle, Mississauga, ON L5R 3K7, Canada",25,43.60327,-79.64887
Tomo Sushi,4.0,$$,"Sushi Bars, Japanese",Mississauga,"4040 Creditview Road, Mississauga, ON L5C 3Y8, Canada",74,43.56836201635685,-79.66531443494581
Moxies,3.5,$$$,"Steakhouses, Lounges",Mississauga,"2001 Argentia Rd, Mississauga, ON L5N 2L3, Canada",144,43.60098,-79.7411
The Keg Steakhouse + Bar,4.0,$$$,"Steakhouses, Bars, Seafood",Mississauga,"3130 Argentia Rd, Mississauga, ON L5N 0B1, Canada",58,43.59388,-79.78698
Wonton Express,4.0,$,Chinese,Mississauga,"4040 Creditview Road, Unit 22, Mississauga, ON L5C 4E3, Canada",148,43.5680905685357,-79.6663006022573
El Sombrero,3.5,$$,Mexican,Mississauga,"35 Brunel Road, Mississauga, ON L4Z 3E8, Canada",131,43.6258404660404,-79.6775539670437
Jollibee,3.5,$$,"Fast Food, Chicken Shop",Mississauga,"800 Boyer Boulevard, Mississauga, ON L5V 1Y1, Canada",130,43.612424579122774,-79.69970762533904
The Food District,4.5,$$,"Food Stands, Cooking Classes",Mississauga,"100 City Centre Drive, Mississauga, ON L5B 2C9, Canada",35,43.59474,-79.64068
