Name,Rating,Price,Categories,City,Address,Reviews,Latitude,Longitude
Scaramouche Restaurant Pasta Bar & Grill,4.5,$$$$,"French, Bars",Toronto,"1 Benvenuto Place, Toronto, ON M4V 2L1, Canada",332,43.68155,-79.39991
Trattoria Nervosa,4.0,$$,"Italian, Pizza, Salad",Toronto,"75 Yorkville Avenue, Toronto, ON M5R 1B8, Canada",392,43.67101,-79.39104
Khao San Road,4.0,$$,Thai,Toronto,"11 Charlotte Street, Toronto, ON M5V 2H5, Canada",1700,43.646412027881496,-79.39361985450327
KINKA IZAKAYA ANNEX,4.0,$$,"Japanese, Tapas/Small Plates, Pubs",Toronto,"559 Bloor St W, Toronto, ON M5S 1Y6, Canada",504,43.665157,-79.410658
Rasa,4.5,$$,"Canadian (New), Tapas/Small Plates",Toronto,"196 Robert Street, Toronto, ON M5S 2K8, Canada",321,43.6627752,-79.4039682
Aloette,4.5,$$$,"French, Bistros, Diners",Toronto,"163 Spadina Avenue, 1st Floor, Toronto, ON M5V 2L6, Canada",289,43.64855831176563,-79.395963
Insomnia Restaurant & Lounge,4.0,$$,"Lounges, Breakfast & Brunch, Comfort Food",Toronto,"563 Bloor Street W, Toronto, ON M5S 1Y6, Canada",1016,43.665961,-79.411003
Blu Ristorante,4.0,$$$,Italian,Toronto,"90 Avenue Road, Toronto, ON M5R 2H2, Canada",174,43.67237,-79.39586
Jacobs & Co. Steakhouse,4.5,$$$$,Steakhouses,Toronto,"12 Brant Street, Toronto, ON M5V 1K4, Canada",610,43.64539876116,-79.3980279011192
PLANTA Yorkville,4.0,$$,"Vegetarian, Sushi Bars, Asian Fusion",Toronto,"1221 Bay Street, Toronto, ON M5R 3P5, Canada",500,43.67028,-79.38945
Ramen Isshin,4.5,$$,Ramen,Toronto,"421 College Street, Toronto, ON M5T 1T1, Canada",805,43.65634,-79.40689
Bar Raval,4.0,$$$,"Spanish, Tapas/Small Plates, Cocktail Bars",Toronto,"505 College Street, Toronto, ON M6G 2J3, Canada",319,43.6558432,-79.4099433
The Oxley,4.0,$$,"Pubs, Gastropubs",Toronto,"121 Yorkville Avenue, Toronto, ON M5R 1C4, Canada",173,43.67059,-79.39304
Alo Restaurant,4.5,$$$$,"Bars, French",Toronto,"163 Spadina Avenue, 3rd Floor, Toronto, ON M5V 2A5, Canada",335,43.64851,-79.39584
Beerbistro,4.0,$$,"Bistros, Beer Bar, Comfort Food",Toronto,"18 King Street E, Toronto, ON M5C 1C4, Canada",678,43.649467134996364,-79.3771696548727
Dzo Viet Eatery,4.0,$$,Vietnamese,Toronto,"308 Dundas Street W, Toronto, ON M5T 1G4, Canada",142,43.65445,-79.39178
Chubby's Jamaican Kitchen,4.0,$$,Caribbean,Toronto,"104 Portland Street, Toronto, ON M5V 2N2, Canada",324,43.64532,-79.40066
Buca,4.0,$$$,Italian,Toronto,"604 King Street W, Toronto, ON M5V 1M6, Canada",455,43.64462,-79.40045
King Taps,4.0,$$,"Canadian (New), Cocktail Bars",Toronto,"100 King Street W, Toronto, ON M5X 1A9, Canada",393,43.6486379269,-79.3817439
George Restaurant,4.5,$$$$,"Canadian (New), Cocktail Bars",Toronto,"111 Queen Street E, Toronto, ON M5C 1S2, Canada",295,43.65337263523713,-79.37432933100068
Grey Gardens,4.5,$$$,"Wine Bars, Canadian (New)",Toronto,"199 Augusta Avenue, Toronto, ON M5T 2L4, Canada",127,43.6537999,-79.40143
Miku,4.0,$$$$,"Japanese, Sushi Bars",Toronto,"105-10 Bay Street, Toronto, ON M5J 2R8, Canada",892,43.6412346,-79.3773697
Zakkushi On Carlton,4.0,$$$,"Japanese, Tapas/Small Plates, Barbeque",Toronto,"193 Carlton Street, Toronto, ON M5A 2K9, Canada",328,43.66343,-79.37062
Kintaro Izakaya,4.0,$$,"Japanese, Sushi Bars, Tapas/Small Plates",Toronto,"459 Church Street, Main Floor, Toronto, ON M4Y 4C5, Canada",240,43.66417,-79.38006
Playa Cabana,4.0,$$,"Mexican, Bars",Toronto,"111 Dupont Street, Toronto, ON M5R 1V4, Canada",471,43.6759577692695,-79.4011840224266
Cactus Club Cafe,4.0,$$,"Cocktail Bars, Canadian (New)",Toronto,"77 Adelaide Street W, Toronto, ON M5H 1P9, Canada",591,43.64950420768667,-79.38251803088575
Café Polonez,4.5,$$,Polish,Toronto,"195 Roncesvalles Avenue, Toronto, ON M6R 2L5, Canada",285,43.64514,-79.44831
The Keg Steakhouse + Bar - York Street,4.0,$$$,"Steakhouses, Bars, Seafood",Toronto,"165 York Street, Toronto, ON M5H 3R8, Canada",304,43.650011481693866,-79.38395891300931
The Keg Steakhouse + Bar,4.0,$$$,"Steakhouses, Bars, Seafood",Toronto,"515 Jarvis Street, Toronto, ON M4Y 2H7, Canada",374,43.6668345,-79.3779253
The Carbon Bar,4.0,$$$,"Barbeque, Bars, American (Traditional)",Toronto,"99 Queen Street East, Toronto, ON M5C 1S2, Canada",412,43.6531872633836,-79.3747868765724
Antler Kitchen & Bar,4.5,$$$,Canadian (New),Toronto,"1454 Dundas Street West, Toronto, ON M6J 1Y6, Canada",289,43.64985,-79.43059
KINTON RAMEN,4.0,$$,"Ramen, Noodles",Toronto,"396 Church Street, Toronto, ON M5B 2A2, Canada",225,43.6603113,-79.3789004
Descendant Detroit Style Pizza,4.5,$$,Pizza,Toronto,"1168 Queen Street E, Toronto, ON M4M 1L5, Canada",443,43.662889,-79.332404
DaiLo,4.0,$$$,"Chinese, Asian Fusion",Toronto,"503 College Street, Toronto, ON M6G 1A5, Canada",320,43.65574,-79.4098
Bar Isabel,4.0,$$$,"Spanish, Tapas Bars",Toronto,"797 College Street, Toronto, ON M6G 1C7, Canada",468,43.654631,-79.4207738
Ikkousha Ramen,4.5,$$,Ramen,Toronto,"249 Queen Street W, Toronto, ON M5V 1Z4, Canada",297,43.650915297488666,-79.38922205031365
La Banane,4.5,$$$$,"French, Seafood, Bistros",Toronto,"227 Ossington Avenue, Toronto, ON M6J 2Z8, Canada",154,43.64904,-79.4203
Barberian's Steak House,4.0,$$$$,Steakhouses,Toronto,"7 Elm Street, Toronto, ON M5G 1H1, Canada",316,43.6576,-79.38212
